spaceIndex,spaceId,spaceSymbol,spaceAddress,proposalId,proposalTitle,proposalBody,proposalChoices,proposalStart,proposalStart.1,proposalEnd,proposalSanpshot,proposalAuth,proposalSpace,voteId,voteVoter,voteCreated,voteChoice,voteSpace
0,52,52,52,52,52,52,52,52,52,52,0,52,52,52,52,52,52,0
1,1790,1790,1790,1790,1790,949,1790,1790,1790,1790,0,1790,1790,1790,1790,1790,1790,0
2,613,613,613,613,613,613,613,613,613,613,0,613,613,613,613,613,613,0
3,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
4,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
5,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
6,204,204,204,204,204,203,204,204,204,204,0,204,204,204,204,204,204,0
7,38,38,38,38,38,38,38,38,38,38,0,38,38,38,38,38,38,0
8,45,45,45,45,45,45,45,45,45,45,0,45,45,45,45,45,45,0
9,174,174,174,174,174,174,174,174,174,174,0,174,174,174,174,174,174,0
10,1029,1029,1029,1029,1029,1029,1029,1029,1029,1029,0,1029,1029,1029,1029,1029,1029,0
11,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
12,150,150,150,150,150,150,150,150,150,150,0,150,150,150,150,150,150,0
13,186,186,186,186,186,186,186,186,186,186,0,186,186,186,186,186,186,0
17,62,62,62,62,62,62,62,62,62,62,0,62,62,62,62,62,62,0
18,1891,1891,1891,1891,1891,1891,1891,1891,1891,1891,0,1891,1891,1891,1891,1891,1891,0
21,464,464,464,464,464,464,464,464,464,464,0,464,464,464,464,464,464,0
22,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
23,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
25,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,0,1373,1373,1373,1373,1373,1373,0
26,62,62,62,62,62,62,62,62,62,62,0,62,62,62,62,62,62,0
27,57,57,57,57,57,57,57,57,57,57,0,57,57,57,57,57,57,0
29,32,32,32,32,32,32,32,32,32,32,0,32,32,32,32,32,32,0
30,16,16,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,0
31,537,537,537,537,537,446,537,537,537,537,0,537,537,537,537,537,537,0
33,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
34,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
35,436,436,436,436,436,436,436,436,436,436,0,436,436,436,436,436,436,0
36,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
37,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
39,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
40,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
41,2732,2732,2732,2732,2732,2732,2732,2732,2732,2732,0,2732,2732,2732,2732,2732,2732,0
42,85,85,85,85,85,85,85,85,85,85,0,85,85,85,85,85,85,0
43,18,18,18,18,18,18,18,18,18,18,0,18,18,18,18,18,18,0
45,67593,67593,67593,67593,67593,67593,67593,67593,67593,67593,0,67593,67593,67593,67593,67593,67593,0
46,8086,8086,8086,8086,8086,8086,8086,8086,8086,8086,0,8086,8086,8086,8086,8086,8086,0
48,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0
49,101278,101278,101278,101278,101278,100781,101278,101278,101278,101278,0,101278,101278,101278,101278,101278,101278,0
51,22,22,22,22,22,21,22,22,22,22,0,22,22,22,22,22,22,0
52,5101,5101,5101,5101,5101,5101,5101,5101,5101,5101,0,5101,5101,5101,5101,5101,5101,0
53,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,0
54,115,115,115,115,115,115,115,115,115,115,0,115,115,115,115,115,115,0
56,149,149,149,149,149,149,149,149,149,149,0,149,149,149,149,149,149,0
57,27,27,27,27,27,27,27,27,27,27,0,27,27,27,27,27,27,0
60,10864,10864,10864,10864,10864,5834,10864,10864,10864,10864,0,10864,10864,10864,10864,10864,10864,0
61,190,190,190,190,190,189,190,190,190,190,0,190,190,190,190,190,190,0
62,1826,1826,1826,1826,1826,1826,1826,1826,1826,1826,0,1826,1826,1826,1826,1826,1826,0
63,62,62,62,62,62,62,62,62,62,62,0,62,62,62,62,62,62,0
64,17,17,17,17,17,17,17,17,17,17,0,17,17,17,17,17,17,0
65,141,141,141,141,141,141,141,141,141,141,0,141,141,141,141,141,141,0
66,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0
67,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
69,477,477,477,477,477,477,477,477,477,477,0,477,477,477,477,477,477,0
70,38,38,38,38,38,38,38,38,38,38,0,38,38,38,38,38,38,0
72,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
73,51,51,51,51,51,51,51,51,51,51,0,51,51,51,51,51,51,0
75,93,93,93,93,93,93,93,93,93,93,0,93,93,93,93,93,93,0
76,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,0,1430,1430,1430,1430,1430,1430,0
77,52,52,52,52,52,52,52,52,52,52,0,52,52,52,52,52,52,0
78,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
79,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,0
80,4308,4308,4308,4308,4308,4308,4308,4308,4308,4308,0,4308,4308,4308,4308,4308,4308,0
82,153,153,153,153,153,153,153,153,153,153,0,153,153,153,153,153,153,0
84,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
85,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
86,596,596,596,596,596,596,596,596,596,596,0,596,596,596,596,596,596,0
87,66,66,66,66,66,66,66,66,66,66,0,66,66,66,66,66,66,0
88,36,36,36,36,36,30,36,36,36,36,0,36,36,36,36,36,36,0
90,68,68,68,68,68,68,68,68,68,68,0,68,68,68,68,68,68,0
92,491,491,491,491,491,491,491,491,491,491,0,491,491,491,491,491,491,0
93,436,436,436,436,436,436,436,436,436,436,0,436,436,436,436,436,436,0
94,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
95,48,48,48,48,48,48,48,48,48,48,0,48,48,48,48,48,48,0
96,2668,2668,2668,2668,2668,2662,2668,2668,2668,2668,0,2668,2668,2668,2668,2668,2668,0
97,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42,42,42,0
100,121,121,121,121,121,121,121,121,121,121,0,121,121,121,121,121,121,0
101,207,207,207,207,207,207,207,207,207,207,0,207,207,207,207,207,207,0
104,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
105,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,0,1071,1071,1071,1071,1071,1071,0
106,12,12,12,12,12,12,12,12,12,12,0,12,12,12,12,12,12,0
107,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
108,80,80,80,80,80,80,80,80,80,80,0,80,80,80,80,80,80,0
109,1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,0,1226,1226,1226,1226,1226,1226,0
110,801,801,801,801,801,801,801,801,801,801,0,801,801,801,801,801,801,0
111,40,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,0
113,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
114,1137,1137,1137,1137,1137,1137,1137,1137,1137,1137,0,1137,1137,1137,1137,1137,1137,0
115,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,0,2006,2006,2006,2006,2006,2006,0
116,301,301,301,301,301,301,301,301,301,301,0,301,301,301,301,301,301,0
117,968,968,968,968,968,968,968,968,968,968,0,968,968,968,968,968,968,0
118,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
120,131,131,131,131,131,131,131,131,131,131,0,131,131,131,131,131,131,0
121,368,368,368,368,368,368,368,368,368,368,0,368,368,368,368,368,368,0
122,1057,1057,1057,1057,1057,1057,1057,1057,1057,1057,0,1057,1057,1057,1057,1057,1057,0
124,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
125,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365,0,4365,4365,4365,4365,4365,4365,0
126,290,290,290,290,290,290,290,290,290,290,0,290,290,290,290,290,290,0
127,36,36,36,36,36,36,36,36,36,36,0,36,36,36,36,36,36,0
128,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
134,1473,1473,1473,1473,1473,1473,1473,1473,1473,1473,0,1473,1473,1473,1473,1473,1473,0
136,623,623,623,623,623,623,623,623,623,623,0,623,623,623,623,623,623,0
137,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,0
139,191,191,191,191,191,191,191,191,191,191,0,191,191,191,191,191,191,0
142,1065,1065,1065,1065,1065,1065,1065,1065,1065,1065,0,1065,1065,1065,1065,1065,1065,0
146,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
147,59,59,59,59,59,59,59,59,59,59,0,59,59,59,59,59,59,0
148,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42,42,42,0
150,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
151,78,78,78,78,78,78,78,78,78,78,0,78,78,78,78,78,78,0
152,368,368,368,368,368,368,368,368,368,368,0,368,368,368,368,368,368,0
153,7259,7259,7259,7259,7259,7259,7259,7259,7259,7259,0,7259,7259,7259,7259,7259,7259,0
154,54,54,54,54,54,54,54,54,54,54,0,54,54,54,54,54,54,0
155,350,350,350,350,350,350,350,350,350,350,0,350,350,350,350,350,350,0
156,178,178,178,178,178,178,178,178,178,178,0,178,178,178,178,178,178,0
157,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
159,170,170,170,170,170,170,170,170,170,170,0,170,170,170,170,170,170,0
160,35,35,35,35,35,35,35,35,35,35,0,35,35,35,35,35,35,0
161,289,289,289,289,289,289,289,289,289,289,0,289,289,289,289,289,289,0
163,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
165,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
166,502,502,502,502,502,502,502,502,502,502,0,502,502,502,502,502,502,0
167,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
168,75,75,75,75,75,75,75,75,75,75,0,75,75,75,75,75,75,0
169,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0
170,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
172,43,43,43,43,43,43,43,43,43,43,0,43,43,43,43,43,43,0
174,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
175,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
178,1801,1801,1801,1801,1801,1801,1801,1801,1801,1801,0,1801,1801,1801,1801,1801,1801,0
181,49,49,49,49,49,49,49,49,49,49,0,49,49,49,49,49,49,0
183,241,241,241,241,241,241,241,241,241,241,0,241,241,241,241,241,241,0
185,227,227,227,227,227,227,227,227,227,227,0,227,227,227,227,227,227,0
186,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
187,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
189,395,395,395,395,395,395,395,395,395,395,0,395,395,395,395,395,395,0
191,186,186,186,186,186,186,186,186,186,186,0,186,186,186,186,186,186,0
192,27,27,27,27,27,27,27,27,27,27,0,27,27,27,27,27,27,0
193,299,299,299,299,299,299,299,299,299,299,0,299,299,299,299,299,299,0
196,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
197,125,125,125,125,125,125,125,125,125,125,0,125,125,125,125,125,125,0
198,437,437,437,437,437,437,437,437,437,437,0,437,437,437,437,437,437,0
199,4862,4862,4862,4862,4862,4862,4862,4862,4862,4862,0,4862,4862,4862,4862,4862,4862,0
200,70,70,70,70,70,69,70,70,70,70,0,70,70,70,70,70,70,0
201,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
202,476,476,476,476,476,476,476,476,476,476,0,476,476,476,476,476,476,0
203,49,49,49,49,49,49,49,49,49,49,0,49,49,49,49,49,49,0
204,1116,1116,1116,1116,1116,1116,1116,1116,1116,1116,0,1116,1116,1116,1116,1116,1116,0
205,4073,4073,4073,4073,4073,4073,4073,4073,4073,4073,0,4073,4073,4073,4073,4073,4073,0
206,625,625,625,625,625,625,625,625,625,625,0,625,625,625,625,625,625,0
208,325,325,325,325,325,325,325,325,325,325,0,325,325,325,325,325,325,0
209,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
210,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0
212,445,445,445,445,445,445,445,445,445,445,0,445,445,445,445,445,445,0
213,1089,1089,1089,1089,1089,1089,1089,1089,1089,1089,0,1089,1089,1089,1089,1089,1089,0
215,29,29,29,29,29,29,29,29,29,29,0,29,29,29,29,29,29,0
216,58,58,58,58,58,58,58,58,58,58,0,58,58,58,58,58,58,0
217,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
218,211,211,211,211,211,211,211,211,211,211,0,211,211,211,211,211,211,0
220,94,94,94,94,94,94,94,94,94,94,0,94,94,94,94,94,94,0
221,68,68,68,68,68,68,68,68,68,68,0,68,68,68,68,68,68,0
223,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
224,2690,2690,2690,2690,2690,2690,2690,2690,2690,2690,0,2690,2690,2690,2690,2690,2690,0
226,1591,1591,1591,1591,1591,1586,1591,1591,1591,1591,0,1591,1591,1591,1591,1591,1591,0
227,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
228,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0
229,264,264,264,264,264,264,264,264,264,264,0,264,264,264,264,264,264,0
232,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
233,152,152,152,152,152,152,152,152,152,152,0,152,152,152,152,152,152,0
235,7162,7162,7162,7162,7162,7162,7162,7162,7162,7162,0,7162,7162,7162,7162,7162,7162,0
236,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
237,869,869,869,869,869,869,869,869,869,869,0,869,869,869,869,869,869,0
238,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
239,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
240,8371,8371,8371,8371,8371,8371,8371,8371,8371,8371,0,8371,8371,8371,8371,8371,8371,0
242,1691,1691,1691,1691,1691,1691,1691,1691,1691,1691,0,1691,1691,1691,1691,1691,1691,0
244,121,121,121,121,121,121,121,121,121,121,0,121,121,121,121,121,121,0
245,2415,2415,2415,2415,2415,2415,2415,2415,2415,2415,0,2415,2415,2415,2415,2415,2415,0
246,398,398,398,398,398,398,398,398,398,398,0,398,398,398,398,398,398,0
247,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
248,26,26,26,26,26,26,26,26,26,26,0,26,26,26,26,26,26,0
249,6,6,6,6,6,5,6,6,6,6,0,6,6,6,6,6,6,0
250,208,208,208,208,208,208,208,208,208,208,0,208,208,208,208,208,208,0
251,7343,7343,7343,7343,7343,7343,7343,7343,7343,7343,0,7343,7343,7343,7343,7343,7343,0
252,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
253,268,268,268,268,268,268,268,268,268,268,0,268,268,268,268,268,268,0
254,80,80,80,80,80,80,80,80,80,80,0,80,80,80,80,80,80,0
255,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,0,2170,2170,2170,2170,2170,2170,0
256,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
257,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
260,12,12,12,12,12,12,12,12,12,12,0,12,12,12,12,12,12,0
261,1170,1170,1170,1170,1170,1169,1170,1170,1170,1170,0,1170,1170,1170,1170,1170,1170,0
262,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0
263,4622,4622,4622,4622,4622,4622,4622,4622,4622,4622,0,4622,4622,4622,4622,4622,4622,0
264,87,87,87,87,87,87,87,87,87,87,0,87,87,87,87,87,87,0
266,1612,1612,1612,1612,1612,1612,1612,1612,1612,1612,0,1612,1612,1612,1612,1612,1612,0
267,27,27,27,27,27,27,27,27,27,27,0,27,27,27,27,27,27,0
269,18,18,18,18,18,18,18,18,18,18,0,18,18,18,18,18,18,0
272,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,0,1434,1434,1434,1434,1434,1434,0
273,45,45,45,45,45,45,45,45,45,45,0,45,45,45,45,45,45,0
276,2565,2565,2565,2565,2565,2565,2565,2565,2565,2565,0,2565,2565,2565,2565,2565,2565,0
278,486,486,486,486,486,486,486,486,486,486,0,486,486,486,486,486,486,0
280,28,28,28,28,28,28,28,28,28,28,0,28,28,28,28,28,28,0
281,185,185,185,185,185,185,185,185,185,185,0,185,185,185,185,185,185,0
282,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
283,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
284,6135,6135,6135,6135,6135,6135,6135,6135,6135,6135,0,6135,6135,6135,6135,6135,6135,0
285,17,17,17,17,17,17,17,17,17,17,0,17,17,17,17,17,17,0
286,387,387,387,387,387,387,387,387,387,387,0,387,387,387,387,387,387,0
287,1195,1195,1195,1195,1195,1195,1195,1195,1195,1195,0,1195,1195,1195,1195,1195,1195,0
288,66,66,66,66,66,66,66,66,66,66,0,66,66,66,66,66,66,0
289,54,54,54,54,54,54,54,54,54,54,0,54,54,54,54,54,54,0
290,41,41,41,41,41,41,41,41,41,41,0,41,41,41,41,41,41,0
291,29,29,29,29,29,29,29,29,29,29,0,29,29,29,29,29,29,0
292,23,23,23,23,23,23,23,23,23,23,0,23,23,23,23,23,23,0
293,102,102,102,102,102,102,102,102,102,102,0,102,102,102,102,102,102,0
295,344,344,344,344,344,344,344,344,344,344,0,344,344,344,344,344,344,0
297,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
299,3162,3162,3162,3162,3162,3162,3162,3162,3162,3162,0,3162,3162,3162,3162,3162,3162,0
300,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,0,1600,1600,1600,1600,1600,1600,0
301,2190,2190,2190,2190,2190,2190,2190,2190,2190,2190,0,2190,2190,2190,2190,2190,2190,0
308,38,38,38,38,38,38,38,38,38,38,0,38,38,38,38,38,38,0
309,39,39,39,39,39,39,39,39,39,39,0,39,39,39,39,39,39,0
310,48,48,48,48,48,48,48,48,48,48,0,48,48,48,48,48,48,0
311,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0
313,12,12,12,12,12,12,12,12,12,12,0,12,12,12,12,12,12,0
314,13,13,13,13,13,10,13,13,13,13,0,13,13,13,13,13,13,0
315,111,111,111,111,111,111,111,111,111,111,0,111,111,111,111,111,111,0
316,91,91,91,91,91,91,91,91,91,91,0,91,91,91,91,91,91,0
317,367,367,367,367,367,367,367,367,367,367,0,367,367,367,367,367,367,0
318,18,18,18,18,18,18,18,18,18,18,0,18,18,18,18,18,18,0
319,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
320,2502,2502,2502,2502,2502,2502,2502,2502,2502,2502,0,2502,2502,2502,2502,2502,2502,0
321,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
322,440,440,440,440,440,440,440,440,440,440,0,440,440,440,440,440,440,0
323,63,63,63,63,63,63,63,63,63,63,0,63,63,63,63,63,63,0
324,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
325,1616,1616,1616,1616,1616,1616,1616,1616,1616,1616,0,1616,1616,1616,1616,1616,1616,0
327,1274,1274,1274,1274,1274,1274,1274,1274,1274,1274,0,1274,1274,1274,1274,1274,1274,0
328,216,216,216,216,216,216,216,216,216,216,0,216,216,216,216,216,216,0
330,69,69,69,69,69,69,69,69,69,69,0,69,69,69,69,69,69,0
332,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
333,79,79,79,79,79,79,79,79,79,79,0,79,79,79,79,79,79,0
334,82,82,82,82,82,82,82,82,82,82,0,82,82,82,82,82,82,0
335,84,84,84,84,84,84,84,84,84,84,0,84,84,84,84,84,84,0
337,291,291,291,291,291,291,291,291,291,291,0,291,291,291,291,291,291,0
338,134,134,134,134,134,134,134,134,134,134,0,134,134,134,134,134,134,0
339,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838,0,1838,1838,1838,1838,1838,1838,0
340,559,559,559,559,559,559,559,559,559,559,0,559,559,559,559,559,559,0
341,2255,2255,2255,2255,2255,2255,2255,2255,2255,2255,0,2255,2255,2255,2255,2255,2255,0
342,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,0
343,147,147,147,147,147,147,147,147,147,147,0,147,147,147,147,147,147,0
344,16,16,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,0
345,836,836,836,836,836,836,836,836,836,836,0,836,836,836,836,836,836,0
347,134,134,134,134,134,134,134,134,134,134,0,134,134,134,134,134,134,0
348,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
349,148,148,148,148,148,148,148,148,148,148,0,148,148,148,148,148,148,0
351,5877,5877,5877,5877,5877,5564,5877,5877,5877,5877,0,5877,5877,5877,5877,5877,5877,0
352,17,17,17,17,17,0,17,17,17,17,0,17,17,17,17,17,17,0
353,292,292,292,292,292,292,292,292,292,292,0,292,292,292,292,292,292,0
354,1106,1106,1106,1106,1106,1106,1106,1106,1106,1106,0,1106,1106,1106,1106,1106,1106,0
356,92,92,92,92,92,92,92,92,92,92,0,92,92,92,92,92,92,0
357,129,129,129,129,129,129,129,129,129,129,0,129,129,129,129,129,129,0
359,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
360,6710,6710,6710,6710,6710,6710,6710,6710,6710,6710,0,6710,6710,6710,6710,6710,6710,0
363,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
364,244,244,244,244,244,244,244,244,244,244,0,244,244,244,244,244,244,0
365,2925,2925,2925,2925,2925,2925,2925,2925,2925,2925,0,2925,2925,2925,2925,2925,2925,0
366,2279,2279,2279,2279,2279,2279,2279,2279,2279,2279,0,2279,2279,2279,2279,2279,2279,0
368,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
369,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
370,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42,42,42,0
371,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,0,1024,1024,1024,1024,1024,1024,0
373,2645,2645,2645,2645,2645,2645,2645,2645,2645,2645,0,2645,2645,2645,2645,2645,2645,0
375,296,296,296,296,296,296,296,296,296,296,0,296,296,296,296,296,296,0
377,128,128,128,128,128,128,128,128,128,128,0,128,128,128,128,128,128,0
378,38,38,38,38,38,38,38,38,38,38,0,38,38,38,38,38,38,0
379,130,130,130,130,130,92,92,92,92,92,0,92,130,130,130,130,130,0
380,586,586,586,586,586,586,586,586,586,586,0,586,586,586,586,586,586,0
381,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
382,19,19,19,19,19,19,19,19,19,19,0,19,19,19,19,19,19,0
383,689,689,689,689,689,689,689,689,689,689,0,689,689,689,689,689,689,0
385,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
386,59,59,59,59,59,59,59,59,59,59,0,59,59,59,59,59,59,0
387,652,652,652,652,652,652,652,652,652,652,0,652,652,652,652,652,652,0
388,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
389,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
391,17,17,17,17,17,13,17,17,17,17,0,17,17,17,17,17,17,0
392,92,92,92,92,92,92,92,92,92,92,0,92,92,92,92,92,92,0
393,7642,7642,7642,7642,7642,7642,7642,7642,7642,7642,0,7642,7642,7642,7642,7642,7642,0
394,407,407,407,407,407,381,407,407,407,407,0,407,407,407,407,407,407,0
395,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
396,1589,1589,1589,1589,1589,1589,1589,1589,1589,1589,0,1589,1589,1589,1589,1589,1589,0
398,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0
399,454,454,454,454,454,454,454,454,454,454,0,454,454,454,454,454,454,0
400,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
402,166,166,166,166,166,166,166,166,166,166,0,166,166,166,166,166,166,0
403,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
405,1082,1082,1082,1082,1082,1070,1082,1082,1082,1082,0,1082,1082,1082,1082,1082,1082,0
407,34,34,34,34,34,34,34,34,34,34,0,34,34,34,34,34,34,0
408,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
409,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
410,88,88,88,88,88,88,88,88,88,88,0,88,88,88,88,88,88,0
411,375,375,375,375,375,375,375,375,375,375,0,375,375,375,375,375,375,0
415,20,20,20,20,20,15,20,20,20,20,0,20,20,20,20,20,20,0
416,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,0
417,124,124,124,124,124,124,124,124,124,124,0,124,124,124,124,124,124,0
420,161,161,161,161,161,161,161,161,161,161,0,161,161,161,161,161,161,0
421,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
422,443,443,443,443,443,439,443,443,443,443,0,443,443,443,443,443,443,0
423,38,38,38,38,38,38,38,38,38,38,0,38,38,38,38,38,38,0
424,59,59,59,59,59,59,59,59,59,59,0,59,59,59,59,59,59,0
425,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
426,313,313,313,313,313,313,313,313,313,313,0,313,313,313,313,313,313,0
427,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
428,117,117,117,117,117,117,117,117,117,117,0,117,117,117,117,117,117,0
429,270,270,270,270,270,270,270,270,270,270,0,270,270,270,270,270,270,0
430,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
431,9068,9068,9068,9068,9068,9068,9068,9068,9068,9068,0,9068,9068,9068,9068,9068,9068,0
432,37562,37562,37562,37562,37562,34958,37562,37562,37562,37562,0,37562,37562,37562,37562,37562,37562,0
434,12,12,12,12,12,12,12,12,12,12,0,12,12,12,12,12,12,0
435,641,641,641,641,641,641,641,641,641,641,0,641,641,641,641,641,641,0
436,1938,1938,1938,1938,1938,1938,1938,1938,1938,1938,0,1938,1938,1938,1938,1938,1938,0
440,314,314,314,314,314,292,314,314,314,314,0,314,314,314,314,314,314,0
441,521,521,521,521,521,521,521,521,521,521,0,521,521,521,521,521,521,0
442,46,46,46,46,46,46,46,46,46,46,0,46,46,46,46,46,46,0
443,87,87,87,87,87,87,87,87,87,87,0,87,87,87,87,87,87,0
444,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
445,23,23,23,23,23,23,23,23,23,23,0,23,23,23,23,23,23,0
446,27,27,27,27,27,27,27,27,27,27,0,27,27,27,27,27,27,0
448,177,177,177,177,177,177,177,177,177,177,0,177,177,177,177,177,177,0
449,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
450,3367,3367,3367,3367,3367,3367,3367,3367,3367,3367,0,3367,3367,3367,3367,3367,3367,0
452,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
453,1001,1001,1001,1001,1001,1001,1001,1001,1001,1001,0,1001,1001,1001,1001,1001,1001,0
454,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
456,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
